TX_0000,"\col(1)1ルピ-\col(0)手に入れた!
。。。"
TX_245b,"ゴロンダンス すばらしいウラ!
ウ-ラのさとの わきかえる
ヨ-ガンをホ-フツとさせるウラ!"
TX_245c,"ゴロンダンス すばらしいウラ!
ウ-ラのさとの わきかえる
ヨ-ガンをホ-フツとさせるウラ!"
TX_245d,"ゴロンダンス すばらしいウラ!
ウ-ラのさとの わきかえる
ヨ-ガンをホ-フツとさせるウラ!"
TX_245e,"ゴロンダンス すばらしいウラ!
ウ-ラのさとの わきかえる
ヨ-ガンをホ-フツとさせるウラ!"
TX_245f,"ゴロンダンス すばらしいウラ!
ウ-ラのさとの わきかえる
ヨ-ガンをホ-フツとさせるウラ!"
TX_2460,"ゴロンダンス すばらしいウラ!
ウ-ラのさとの わきかえる
ヨ-ガンをホ-フツとさせるウラ!"
TX_2461,"このダンスを もとに
ウ-ラのダンスを 生みだすウラ!
オラたちのウ-ラぶんかに
あらたな1ペ-ジを くわえるウラ"
TX_2462,"ガンガンおどって カラダで
おぼえるウラ!
ムリがきくのは わかいうち
だけだウラ!
鉄は アツイうちに うつウラ!"
TX_2463,"ゴロンさんたち
センスがいいウラ
オラたちも まけないように
ガンバるウラ!!"
TX_2464,"ゴロンさんたちのダンスには
ヨ-ガンのような
アツいパッションをかんじるウラ!"
TX_2465,"ゴロンダンスは ダンスシ-ンの
さいせんたんだウラ!"
TX_2466,"こうして おどっているときが
イチバン たのしいウラ
こういうのを
生きがい っていうウラね〜"
TX_2467,"\pos(1)\sfx(0xc7)ゴロ?\stop
あたらしいトンネルをほったら
こんなトコロに出たゴロ"
TX_2468,"\pos(1)\sfx(0xc7)ゴロ?\stop
あたらしいトンネルをほったら
こんなトコロに出たゴロ"
TX_2469,"\pos(1)\sfx(0xc7)ゴロ?\stop
あたらしいトンネルをほったら
こんなトコロに出たゴロ"
TX_246a,"\pos(1)\sfx(0xc7)ゴロ?\stop
あたらしいトンネルをほったら
こんなトコロに出たゴロ"
TX_246b,"\pos(1)\sfx(0xc7)ゴロ?\stop
あたらしいトンネルをほったら
こんなトコロに出たゴロ"
TX_246c,"\pos(1)\sfx(0xc7)ゴロ?\stop
あたらしいトンネルをほったら
こんなトコロに出たゴロ"
TX_246d,"\pos(1)\sfx(0xc7)ゴロ?\stop
あたらしいトンネルをほったら
こんなトコロに出たゴロ"
TX_246e,"\pos(1)\sfx(0xc7)ゴロ?\stop
あたらしいトンネルをほったら
こんなトコロに出たゴロ"
TX_246f,"\pos(1)\sfx(0xc7)ゴロ?\stop
あたらしいトンネルをほったら
こんなトコロに出たゴロ"
TX_2470,"\pos(1)\sfx(0xc7)ゴロ?\stop
あたらしいトンネルをほったら
こんなトコロに出たゴロ"
TX_2471,"\pos(1)\sfx(0xc7)ゴロ!!\stop
キミは こんなトコロで
なにしているゴロ?
もしかして 知らないゴロか?
いま \col(3)ゴロゴロ山\col(0)では
いろんなゲ-ムが 大はやりゴロ
キミものぞいてみると いいゴロ"
TX_2472,"\sfx(0xc7)いやぁ タカラものの はっくつは
たいへんゴロよ
オイラに
\col(1)アチチの実\col(0)20コ \col(1)バクダン\col(0)20コ
あずけてみないゴロか?\stop
もしも うんよく
おタカラが 見つかったら
そのときは おれいに
キミにも はんぶん あげるゴロ
あずけてみないゴロ?
  \opt()はい \opt()いいえ"
TX_2473,"\sfx(0xc7)ダメゴロか。。。
また 気がかわったら
くるゴロよ。。。"
TX_2474,"\sfx(0xc7)ゴロ?
キミ ウソはいけないゴロよ
ちゃんと もちもののかずを
かぞえておくゴロよ"
TX_2475,"\sfx(0xc7)まかせるゴロ!
きっと おタカラを見つけるゴロよ
また しばらくしたら
ここに きてみるゴロ!"
TX_2476,"\sfx(0xc7)まっているゴロよ!
きっとここには
おタカラが ねむってるゴロよ!"
TX_2477,"\sfx(0xc7)キミのおかげで うんよく
おタカラが 見つかったゴロよ!
おれいに キミの たからばこを
2コ のこしておいたゴロ
すきなほうを えらぶゴロ
    \opt()左  \opt()右"
TX_2478,"\sfx(0xc7)おタカラが うまっていそうな
トコロを 見つけたら
おしえてほしいゴロ!"
TX_2479,"\sfx(0xc7)たいへんゴロ たいへんゴロ
ゴロンぞく ちょうろうが
いわの下じきに
なってしまったゴロ!
どうしようゴロ。。。"
TX_247a,"\sfx(0xc7)よかったゴロ よかったゴロ
ゴロンぞく ちょうろうが
ぶじだったゴロ!"
TX_247b,"\sfx(0xc7)ここに ちょうろうさまが
うまってしまっているゴロ!!
ゴロンだけでは ちょうろうさまを
たすけだせないゴロ!
でんせつの\col(1)バクダン花\col(0)さえ あれば
あんないわ いっぱつゴロが。。。"
TX_247c,"\sfx(0xc7)もう ちょうろうさまったら
ゴロンさわがせだゴロ!"
TX_247d,"\sfx(0xc7)やれゴロ それゴロ どんとゴロ!\stop
いそがないと ちょうろうさまが
死んでしまうゴロ!
でんせつの\col(1)バクダン花\col(0)があれば
すぐに たすけだせるゴロが。。。"
TX_247e,"\sfx(0xc7)ゴロ!\stop
キミ でんせつの\col(1)バクダン花\col(0)を
もっているゴロね?
かくしても ごまかせないゴロよ!
このニオイは まちがいなく
\col(1)バクダン花\col(0) ゴロ!\stop
おねがいだゴロ
その\col(1)バクダン花\col(0)を
ゆずってほしいゴロ!
  \opt()ゆずる \opt()いやだ"
TX_247f,"\sfx(0xc7)その\col(1)バクダン花\col(0)がないと
ちょうろうさまが 死んじゃうゴロ
\col(1)バクダン花\col(0)を
ゆずってほしいゴロ!
  \opt()ゆずる \opt()いやだ"
TX_2480,"\sfx(0xc7)ありがとうゴロ!
これで ちょうろうさまを
たすけられるゴロ!"
TX_2481,"\sfx(0xc7)ちょうろうさまが ぶじで
ひとあんしんゴロ"
TX_2482,\sfx(0xc7)なにか じけんゴロか?
TX_2483,"\sfx(0xc7)なにか あったゴロか?
大きなおとが したゴロが。。。"
TX_2484,"\sfx(0xc7)むこうで わがゴロンぞくの
ちょうろうさまが
いわの下じきに
なってしまったらしいゴロ
だれか たすけてくれないゴロか"
TX_2485,"\sfx(0xc7)どうやら ちょうろうさまは
たすかったようゴロね
これで あたらしいトンネルの
こうじも すすめられるゴロよ!"
TX_2486,"\sfx(0xc7)ここは ゴロンぞくの
すみか だゴロ"
TX_2487,"\pos(2)\sfx(0xc7)ゴロ?
みなのしゅう どうしたゴロ?
もしかして ワシのことを
しんぱいしていたゴロか?
ガッハッハッハッハ
ワシは あれくらいのいわでは
ビクともしないゴロよ!
ガッハッハッハッハ!"
TX_2488,"\sfx(0xc7)\col(1)バクダン花\col(0)をもってきてくれたのは
おぬし ゴロか?
いろいろと メイワクかけたゴロ\stop
これは 北の山で見つけた
キラキラした\col(1)カギ\col(0)ゴロ
カギあなが 見つからなかったから
おぬしに あげるゴロ"
TX_2489,"\sfx(0xc7)おぬしがもってきた \col(1)バクダン花\col(0)は
たいせつに そだてるゴロ
この山を \col(1)バクダン花\col(0)で
いっぱいにしてみせるゴロよ!"
TX_248a,"\sfx(0xc7)オイラは この\col(3)ゴロゴロ山\col(0)の
へいわとあんぜんを まもるため
ここにすわって 見はっているゴロ"
TX_248b,"\sfx(0xc7)オイラは この\col(3)ゴロゴロ山\col(0)の
へいわとあんぜんを まもるため
ここにすわって 見はっているゴロ"
TX_248c,"\sfx(0xc7)オイラは この\col(3)ゴロゴロ山\col(0)の
へいわとあんぜんを まもるため
ここにすわって 見はっているゴロ"
TX_248d,"\sfx(0xc7)オイラは この\col(3)ゴロゴロ山\col(0)の
へいわとあんぜんを まもるため
ここにすわって 見はっているゴロ"
TX_248e,"\sfx(0xc7)オイラは この\col(3)ゴロゴロ山\col(0)の
へいわとあんぜんを まもるため
ここにすわって 見はっているゴロ"
TX_248f,"\sfx(0xc7)オイラは この\col(3)ゴロゴロ山\col(0)の
へいわとあんぜんを まもるため
ここにすわって 見はっているゴロ"
TX_2490,"\sfx(0xc7)オイラは この\col(3)ゴロゴロ山\col(0)の
へいわとあんぜんを まもるため
ここにすわって 見はっているゴロ"
TX_2491,"\sfx(0xc7)オマエ あついハ-ト
もっているゴロか?
ここは ゴロンぞくが
みとめた者しか とおせないゴロ!
でなおしてくるゴロ!!"
TX_2492,"\sfx(0xc7)ゴロ!!
それは\col(1)「キョ-ダイのあかし」\col(0)!
オマエ ゴロンのあついハ-トを
リカイしてくれているゴロね!
じゃ とおっていいゴロ!"
TX_249e,"\sfx(0xc7)ゴロ!!
それは\col(1)「キョ-ダイのあかし」\col(0)!
オマエ ゴロンのあついハ-トを
リカイしてくれているゴロね!
じゃ とおっていいゴロ!"
TX_2493,"\sfx(0xc7)さっそくゴロが
キョ-ダイとみこんで
おねがいがあるゴロ!\n"
TX_2494,"\sfx(0xc7)オイラは この\col(3)ゴロゴロ山\col(0)の
見はりをすることに
生きがいを かんじてるゴロ\stop
この生きがい オイラのしそんにも
のこせるように
なにか カホウとなるものが
ほしいゴロ。。。
オマエも なにかめずらしいモノを
手に入れたら もってきてくれゴロ"
TX_2495,"\sfx(0xc7)そうゴロねぇ。。。
\col(1)つぼ\col(0)とかだったら サイコ-ゴロ!"
TX_2496,"\sfx(0xc7)ゴロォォォォォォ!!
その\col(1)つぼ\col(0) どうしたゴロ!
イカした \col(1)ゴロンつぼ\col(0)ゴロね!
たのむゴロ!
そのツボを オイラに
ゆずってくれゴロ!!
かわりに この\col(1)タフゴロン2001\col(0)
を あげるゴロから!
  \opt()あげる \opt()あげない"
TX_2497,"\sfx(0xc7)ざんねんゴロ。。。
気がかわったら またくるゴロ"
TX_2498,"\sfx(0xc7)オイラに その\col(1)ゴロンつぼ\col(0)を
ゆずってくれる気に なったゴロ?
  \opt()はい \opt()いいえ"
TX_2499,"\sfx(0xc7)ありがとゴロ! やったゴロ!
やくそくどおり
かわりに これをあげるゴロ!"
TX_24a5,"\sfx(0xc7)ありがとゴロ! やったゴロ!
やくそくどおり
かわりに これをあげるゴロ!"
TX_249a,"\sfx(0xc7)この\col(1)つぼ\col(0)は カホウとして
だいじにするゴロよ!"
TX_249b,\sfx(0xc7)\col(1)ゴロンつぼ\col(0) だいじにするゴロ!
TX_249c,"\sfx(0xc7)オイラのいちぞくは
せんぞだいだい
この\col(3)ゴロゴロ山\col(0)の
へいわとあんぜんを まもるため
ここにすわって 見はっているゴロ"
TX_249d,"\sfx(0xc7)オマエ あついハ-ト
もっているゴロか?
むかしから ここは ゴロンぞくが
みとめた者しか とおせないゴロ!
でなおしてくるゴロ!!"
TX_249f,"\sfx(0xc7)さっそくゴロが
キョ-ダイとみこんで
おねがいがあるゴロ!\n"
TX_24a0,"\sfx(0xc7)オイラのいちぞくは
せんぞだいだい
この\col(3)ゴロゴロ山\col(0)の
へいわとあんぜんを まもるため
ここで 見はっているゴロが
もう おなかがペコペコで
いまにも 死にそうゴロよ。。。
なにか たべもの もっていたら
ゆずってほしいゴロ。。。"
TX_24a1,"\sfx(0xc7)\col(1)ロ-スいわ\col(0)、\col(1)カルビいわ\col(0)
なんでも オッケ- ゴロ"
TX_24a2,"\sfx(0xc7)ゴロォォォォォォ!!
オマエが もっているのは
\col(1)トク上カルビいわ\col(0)ゴロね!\stop
たのむゴロ! その\col(1)カルビいわ\col(0)を
オイラに ゆずってくれゴロ!!
かわりに せんぞだいだいつたわる
カホウの\col(1)ゴロンつぼ\col(0)を
あげるゴロから!
  \opt()あげる \opt()あげない"
TX_24a3,"\sfx(0xc7)おなかペコペコで 死にそうゴロ
その\col(1)カルビいわ\col(0) うまそうゴロね"
TX_24a4,"\sfx(0xc7)オイラに その\col(1)カルビいわ\col(0)を
ゆずってくれる気に なったゴロ?
  \opt()はい \opt()いいえ"
TX_24a6,"\sfx(0xc7)ウヒョ-! この\col(1)カルビいわ\col(0)
おいしそうゴロ サンキュ-ゴロ!"
TX_24a7,"\sfx(0xc7)またなにか おいしそうなモノを
手に入れたら ゆずってくれゴロ!"
TX_24a8,"\sfx(0xc7)トロッコしゃてきじょう へ
ようこそだゴロ!
トロッコの上から \col(1)まめでっぽう\col(0)!
コ-ス上の すべてのまとに
あてることができたら
ごうかしょうひんゴロ!
ミスしても 3こまでなら
20ルピ- あげるゴロ
1かい10ルピ-で やるゴロか?
  \opt()はい \opt()いいえ"
TX_24a9,"\sfx(0xc7)そうゴロか。。。
やりたくなったら またくるゴロ!"
TX_24aa,"\sfx(0xc7)ゴロ?
ルピ-が たりないゴロ!
きちんと ためてから
もういちど くるゴロ!"
TX_24ab,"\sfx(0xc7)オ-ケ- ゴロ!
それじゃ いくゴロ!"
TX_24ac,"\sfx(0xc7)こんかいの ごうかしょうひんは
これゴロ!"
TX_24ad,\sfx(0xc7)それじゃ スタ-トゴロ!
TX_24ae,"\sfx(0xc7)トロッコしゃてきじょう へ
ようこそだゴロ!
ゲ-ムしたければ むこうの
ゴロンに はなしかけるゴロ!"
TX_24af,"\sfx(0xc7)しゅうりょうゴロ!
12コ中 \col(4)\num1コ\col(0) ヒットゴロ!"
TX_24b0,"\sfx(0xc7)パ-フェクトゴロ!
おめでとうゴロ!
しょうひんを プレゼントゴロ!"
TX_24b1,"\sfx(0xc7)ざんねん パ-フェクトまで
あとすこしだったゴロ。。。
ざんねんしょうで
20ルピ- ゴロ!"
TX_24b2,"\sfx(0xc7)ざんねんゴロね。。。
また チャレンジするゴロ"
TX_24b3,"\sfx(0xc7)もういちど チャレンジするゴロ?
  \opt()はい \opt()いいえ"
TX_24b4,"\sfx(0xc7)そうゴロか。。。
また チャレンジするゴロ"
TX_24b5,"\pos(2)\sfx(0xc7)ハァ-\stop
さいきんは てつやつづきで
ねむくて たまらないゴロッス
こう ねむいと ゲ-ムを
ヤル気も出ないでゴロッス
せっかく ほりだしものの
しょうひんがあるのに
ざんねんゴロッスね。。。"
TX_24b6,"\pos(2)ねむけがスッキリするような
キツ-イのが ほしいゴロッス"
TX_24b7,"\pos(2)\sfx(0xc7)それは \col(1)タフゴロン2001\col(0)!!\stop
グイッとのめば ねむけもスッキリ
ってシロモノ ゴロッスね!
そいつを アッシに
ゆずってくれないゴロッスか?
  \opt()はい \opt()いいえ"
TX_24b8,"\pos(2)\sfx(0xc7)ガックシ ゴロッス。。。
フア〜 なんだか よけいに
ねむくなってきたでゴロッス"
TX_24b9,"\pos(2)\sfx(0xc7)マジ ゴロッスか!
いや- ありがとうゴロッス!
これで ねむけもスッキリ
おみせを ひらけるでゴロッス!
おれいに うちのみせのゲ-ム
やっていかないゴロッスか?
1かいだけタダで
やらせてあげるでゴロッスよ
やってみるゴロッスか?
  \opt()はい \opt()いいえ"
TX_24ba,"\pos(2)\sfx(0xc7)エッ! やらないゴロッスか!
つぎからは 1かい10ルピ-
いただくでゴロッス"
TX_24bb,"\pos(2)\sfx(0xc7)そうこなくっちゃ!
ル-ルのせつめい きくゴロッス?
  \opt()きかない \opt()きく"
TX_24bc,"\pos(2)\sfx(0xc7)こんかいの しょうひんは。。。
これゴロッス!"
TX_24bd,"\pos(2)\sfx(0xc7)ゲ-ムがはじまると
へやのアッチコッチから
\col(1)バクダン\col(0)が おちてくるゴロッス!
その\col(1)バクダン\col(0)を よけたり
なげたりしながら
生きのびるでゴロッス!
さいごまで 生きのびることが
できたら ごうかしょうひんで
1かいでも あたってしまうと
しっかくになるでゴロッス!
わかったゴロッスか?
  \opt()わかった \opt()もういちど"
TX_24be,\pos(2)\sfx(0xc7)じゅんびは オ-ケ-ゴロッスか?
TX_24bf,"\pos(2)\sfx(0xc7)ゲ-ムを やりにきたゴロッスか?
1かい10ルピ- ゴロッス
やってみるでゴロッスか?
  \opt()はい \opt()いいえ"
TX_24c0,"\pos(2)\sfx(0xc7)エッ! やらないでゴロッスか!
気がむいたら くるでゴロッス"
TX_24c1,\pos(2)\sfx(0xc7)ルピ- たりないでゴロッスよ!
TX_24c2,"\pos(2)\sfx(0xc7)もういちど やるでゴロッス?
1かい10ルピ- ゴロッス
  \opt()はい \opt()いいえ"
TX_24c3,"\pos(2)\sfx(0xc7)おみごとでゴロッス!
しょうひんを どうぞでゴロッス!"
TX_24c4,"\sfx(0xc7)ここだけのハナシ オレ
あの ゆうめいな\col(3)カリスマゴロン\col(0)と
トモダチだゴロ ホントゴロよ!"
TX_24c5,"\sfx(0xc7)\col(3)カリスマゴロン\col(0)と
はなせたゴロか?"
TX_24c6,"\sfx(0xc7)ゴロ!!\stop
オマエの その\col(1)カギ\col(0)
\col(3)カリスマゴロン\col(0)が もっている
\col(1)にんぎょのカギ\col(0)に ソックリゴロね"
TX_24c7,"\sfx(0xc7)なに? \col(3)カリスマゴロン\col(0)が
もっている\col(1)カギ\col(0)もほしいゴロ?
オマエ よくばりゴロね。。。"
TX_24c8,"\sfx(0xc7)ホントに もらえるかどうかは
まだ わからないゴロが
オマエのもっている その
\col(1)ヨ-ガンドリンク\col(0)を くれるなら
\col(3)カリスマゴロン\col(0)に
しょうかいしてやるゴロ!
どうゴロ? \col(1)ヨ-ガンドリンク\col(0)
もらってもいいゴロか?
  \opt()はい \opt()いいえ"
TX_24c9,"\sfx(0xc7)わかったゴロ \col(3)カリスマゴロン\col(0)に
しょうかいしてあげるゴロ
この\col(1)しょうかいじょう\col(0)を
もっていくゴロ!!"
TX_24ca,"\sfx(0xc7)\col(3)カリスマゴロン\col(0)に 見せれば
すべて つたわるゴロ"
TX_24cb,"\sfx(0xc7)そうゴロか。。。
べつに かまわないゴロよ!"
TX_24cc,"\sfx(0xc7)\col(3)カリスマゴロン\col(0)から
\col(1)カギ\col(0)をもらえるといいゴロね!"
TX_24cd,"\sfx(0xc7)\col(3)カリスマゴロン\col(0)がもっている
。。。。。。
なんだったゴロか いかした
にんぎょのカタチをした。。。
う---ん
なんだったか わすれたゴロ!"
TX_24ce,"\sfx(0xc7)\col(3)カリスマゴロン\col(0)の
ダンスのエネルギ-げんは
まいにち かかさず のんでいる
\col(1)ヨ-ガンドリンク\col(0)らしいゴロ
オレも のみたくなってきたゴロ!"
TX_24cf,"\sfx(0xc7)ゴロンの マトあてや へ
ようこそゴロ!
ふもとの\col(3)レンヌ村\col(0)で
はやっていたゲ-ムだゴロ!
1かい20ルピ-で やるゴロ?
  \opt()やる \opt()やらない"
TX_24d0,"\sfx(0xc7)そうゴロか?
また くるゴロよ"
TX_24d1,"\sfx(0xc7)ル-ルのせつめい きくゴロか?
  \opt()きかない \opt()きく"
TX_24d2,"\sfx(0xc7)ルピ-がたりないゴロ!
でなおしてくるゴロ!!"
TX_24d3,"\sfx(0xc7)とんでくるたまを 剣でうちかえし
まとにあてるゴロ
まとはそれぞれ
てんすうが ちがうゴロ
“てんしのぞう”が  100てん
“あおいいし”が    30てん
“あかいいし”が   -10てん
“アクマのぞう”が  -50てん
“からぶり”は    -50てん
となっているゴロ
たまを 10ぱつうちかえして
そのごうけいてんによって
しょうひんがきまるゴロ
わかったゴロか?
  \opt()わかった \opt()もういちど"
TX_24d4,"\sfx(0xc7)ここは
ゴロンの マトあてや ゴロ
ふもとの\col(3)レンヌ村\col(0)で
はやっていたゲ-ムだゴロ!
いまは スペシャルしょうひん
\col(1)ヨ-ガンドリンク\col(0)を
セイセキゆうしゅうな 1めいに
プレゼントするゴロ!
1かい20ルピ-で やるゴロ?
  \opt()やる \opt()やらない"
TX_24d5,"\sfx(0xc7)はやく しないと
\col(1)ヨ-ガンドリンク\col(0) ほかの人に
もっていかれるゴロよ!"
TX_24d6,"\sfx(0xc7)オ-ケ-ゴロ!
がんばって いいてんとるゴロ!
じゃ はじめるゴロ!"
TX_24d7,\sfx(0xc7)ごうけい \num1てんゴロ!!
TX_24d8,"\sfx(0xc7)おみごとゴロ!
しょうひんの\col(1)ヨ-ガンドリンク\col(0)
うけとるゴロ!!"
TX_24d9,"\sfx(0xc7)ざんねんゴロ!
100てんを こえないと
しょうひんは なしゴロよ"
TX_24da,"\sfx(0xc7)400てん いじょうなので
\col(1)ブ-メラン\col(0)を プレゼントゴロ!"
TX_24db,"\sfx(0xc7)300てん いじょうなので
\col(1)ガチャのタネ\col(0)を プレゼントゴロ!"
TX_24dc,"\sfx(0xc7)200てん いじょうなので
\col(1)バクダン20コ\col(0) プレゼントゴロ!"
TX_24dd,"\sfx(0xc7)100てん いじょうなので
\col(1)30ルピ-\col(0) プレゼントゴロ!"
TX_24de,"\sfx(0xc7)100てんを こえなかったから
なにも なしゴロ。。。"
TX_24df,"\sfx(0xc7)もういちど やるゴロ?
1かい20ルピ- ゴロ
  \opt()やる \opt()やらない"
TX_24e0,\sfx(0xc7)おみごと! クリアでゴロッス
TX_24e1,"\sfx(0xc7)ざんねん あたってしまったで
ゴロッスね。。。"
TX_24e2,"\sfx(0xc7)ちょうろうさまは
\col(1)バクダン花\col(0)を ひろめるために
\col(3)ゴロゴロ山\col(0)中を
まわっているゴロ!"
TX_24e3,"\sfx(0xc7)ちょうろうさまは げんきゴロ
見ならうゴロよ"
TX_24e4,"\sfx(0xc7)こっちの\col(3)ゴロゴロ山\col(0)でも
\col(1)バクダン花\col(0)を ひろめるゴロよ!
まかせるゴロ!"
TX_24e5,"\sfx(0xc7)ホントに ちょうろうさまは
げんきゴロ。。。
ついていけないゴロ。。。"
TX_2500,"海のほうに おかしな オジサンが
いるんだ!
プカプカ ちゅうに ういてるんだ
ああ! どんな人なんだろ?
はなして みたいな!"
TX_2501,"塔が 大きくなっているような
気がするんだけど。。。
気のせいかなぁ?"
TX_2502,"やっぱり なんだか 塔が大きく
なっているよ! コワ-イ!"
TX_2503,"見て見て! あの塔が
あんなに 大きくなっちゃった!"
TX_2504,"おしえて! なんで あの塔は
カッテに 大きくなるの?"
TX_2505,きょうも 塔で あそぼ-っと!
TX_2506,"シ-ッ! しずかに!
\col(3)ネ-ル\col(0)のうたが きこえないよ!"
TX_2507,"シ-ッ! しずかに!
\col(3)ネ-ル\col(0)のうたが きこえないよ!"
TX_2508,"シ-ッ! しずかに!
\col(3)ネ-ル\col(0)のうたが きこえないよ!"
TX_2509,"シ-ッ! しずかに!
\col(3)ネ-ル\col(0)のうたが きこえないよ!"
TX_250a,"シ-ッ! しずかに!
\col(3)ネ-ル\col(0)のうたが きこえないよ!"
TX_250b,"シ-ッ! しずかに!
\col(3)ネ-ル\col(0)のうたが きこえないよ!"
TX_250c,"シ-ッ! しずかに!
\col(3)ネ-ル\col(0)のうたが きこえないよ!"
TX_250d,"シ-ッ! しずかに!
\col(3)ネ-ル\col(0)のうたが きこえないよ!"
TX_250e,"シ-ッ! しずかに!
\col(3)ネ-ル\col(0)のうたが きこえないよ!"
TX_250f,"シ-ッ! しずかに!
\col(3)ネ-ル\col(0)のうたが きこえないよ!"
TX_2510,"シ-ッ! しずかに!
\col(3)ネ-ル\col(0)のうたが きこえないよ!"
TX_2511,"え-! やだよ-!!
こわいも-ん!
おはかのおくにある 木の下を
たんけん しにいくなんて
まっくらなんだよ-!"
TX_2512,でも。。。
TX_2513,出るかもよ。。。?
TX_2514,オバケ
TX_2515,"\pos(2)キミは だれだい。。。?
まあいい。。。
ようこそ。。。
なやみ みもだえる くらやみへ\stop
ボクは いま とても
おちこんでいるんだ。。。
すべてを わすれるように
わらえれば どれほどシアワセか
はぁ。。。。。。。。。。。。。\stop
。。。。。。。。。。。。。。。\stop
\col(0x84)\item(0x08)\col(1)大ウケするネタ\col(0)を 見せる?
  \opt()はい \opt()いいえ"
TX_2516,"\pos(2)。。。ん?\stop
どれどれ。。。?\stop
はぁ。。。。。。。。。。。。。\stop
。。。。。。。。。。。。。。。\stop
ああ。。。\stop
さむい。。。\stop
こごえそうだ。。。\stop
キミ ありがとう。。。\stop
キミのおかげで すきなだけ
おちこむことが できそうだ。。。
おれいと いっちゃなんだけど
そこの本だなから すきな本を
もっていって くれたまえ。。。"
TX_2517,"\pos(2)あぁ。。。 くらやみだけが
ボクの心を なぐさめてくれる
タマシイのおくそこから
世界を わらいとばすことは
見はてぬ ユメなのか。。。"
TX_2518,"\pos(2)ああ キミ。。。もういいよ。。。
むかし見た ことりのように
どこへでも いってくれたまえ"
TX_2519,"ヘヘ! ボク もう
じが よめるんだよ!
「ようせいの じょおうさまは
 うみが よごれないよう
 まもってくれて いるとさ」\stop
この おハナシ 大スキ!"
TX_251a,"イミなんか わからなくても
じを よんでいるだけで
たのしいんだよね!"
TX_251b,"\pos(2)エ-ン! おとうさんが
いしに なっちゃった-!!"
TX_251c,"あそびすぎて つかれちゃった
けど じゆうに うごけるって
いいよね! やっぱり"
TX_251d,"よ-し! こんどは もっと
はやいの なげるからね-!
ちゃんと とってよ!
おとうさ-ん!!"
TX_251e,"どう? おとうさん!
ボク うまくなったでしょ?
これからは まいにち いっしょに
れんしゅうするんだからね-!"
TX_2600,"さいきん 人がとつぜんきえたり
いしになったり するらしいんじゃ
なにか おそろしいことが
おこっとるんじゃろうか"
TX_2601,"ん? なんだか塔が 大きく
なっているように みえるが
気のせいかのう。。。?"
TX_2602,"う〜む
さいきん どうも つかれやすい
ワシも トシかのう?"
TX_2603,"あの塔は かくじつに 大きく
なっとるよ まちのようすも
へんじゃし わしも からだの
ぐあいがよくない
まったく わるいことばかりじゃ\n"
TX_2604,"あしが いしのようにおもいのじゃ
まんぞくに うごくこともできん
さいきん おもうように ならん
ことばかりで うんざりじゃ"
TX_2605,"さいきん カラダが かるくての-
ワシも まだまだ わかいものには
まけんよ!"
TX_2606,"このどうくつに
おタカラがあると
ニラんでいるのだが
いわで ふさがれていて
入ることができねぇ
なにかで ふきとばせば
入れそうなんだがなぁ"
TX_2700,"ボクは\col(3)ラフトン\col(0)
海をわたれるような
リッパなイカダをつくるのが
ユメなんだ!"
TX_2701,"水につよいロ-プさえ あれば
ボクのかんがえたイカダが
かんせいするハズなんだけど
これが なかなか 見つからない\stop
村の東はずれに そういう
どうぐを けんきゅうしている
\col(3)シバ-ル\col(0)という じいさんが
すんでいるって きいたんだけど"
TX_2702,ムム! そ、それは!
TX_2703,"その\col(1)シバ-ルロ-プ\col(0)があれば
ボクのかんがえたイカダを
かんせいさせられるよ!
その\col(1)ロ-プ\col(0)を ゆずってくれ!
このとおり、おねがいだ!
   \opt()ゆずる \opt()いやだ"
TX_2704,そうか。。。 しかたないね
TX_2705,"ありがとう!
おれいといっては なんだけど
ボクのイカダが かんせいしたら
イチバンに のせてあげるよ
ただし 海へ出たいのなら
もくてきちまでの \col(1)海図\col(0)がないとね
\col(1)海図\col(0)なしで 海へ出るなんて
ソウナンしにいくようなものだよ\n"
TX_2706,"\col(1)海図\col(0)が見つかるまでには
イカダを出せるようにしておくよ"
TX_2707,"やあ、まっていたよ!
イカダが かんせいしたんだ!
さあ、こっちへきてくれ!"
TX_2708,"さあ そこから出てごらん
イカダのたびがキミをまってるぜ!\n"
TX_2709,"上にのって \col(0x84)\item(0x00)\col(0)ボタンをおせば
すすむことができるんだ!"
TX_270a,"イカダには いつでも
のれるようにしておくよ!
\jump(TX_2709)"
TX_270b,"ワシは \col(3)シバ-ル\col(0)\stop
水の中でつかえるどうぐを
けんきゅうしておる"
TX_270c,"\call(TX_270b)
水の中をおよぐためのヒレや
水につよいロ-プなんかがそうじゃ
死ぬまでには なんとしても
かんせいさせたいのじゃが
そのときは そのどうぐが
世の中のために やくだって
ほしいのぉ"
TX_270d,"\call(TX_270b)
オマエさんを見とると なぜか
ワシのけんきゅうが
うまくいきそうな気がしてくるわい"
TX_270e,"やあ!
イカダには のっているかい?
ボクは こんど イカダのレ-スに
出ようとおもっているんだけど
レ-スでつかう\col(1)オ-ル\col(0)、
気に入るのが なかなか なくてね"
TX_270f,"やあ!
イカダには のっているかい?
ボクは こんど イカダのレ-スに
出ようとおもっているんだけど
レ-スでつかう\col(1)オ-ル\col(0)、
気に入るのが なかなか なくてね"
